"","year","area","variable","Agua","Emisiones GEI","Emisiones de CO₂","Energía","Materiales","Nitrógeno","Tierras de cultivo","PIB","Población","IDH-A","IDH"
"612",1981,"Mundo","Per cápita",283.229774536366,7.25918125061531,4.13491928726743,1.73683865817514,8.63669219372555,23.7425371738253,0.303189294817006,7314.7092862173,NA,0.295138981391995,0.531517115488767
"613",1982,"Mundo","Per cápita",283.855606372002,7.13704061560431,4.0360628598582,1.70320575731488,8.52696660893841,23.6904679323544,0.300143795880267,7279.46215945424,NA,0.297755276910361,0.535377393439236
"614",1983,"Mundo","Per cápita",283.260125983153,7.15640909089576,3.993925261301,1.70176424109204,8.39654129495822,24.7443973915277,0.295911696551879,7345.61568240427,NA,0.300371572428728,0.539237671389705
"615",1984,"Mundo","Per cápita",285.375851702348,7.3668528656538,4.06255284892562,1.74040717893896,8.6217366229027,25.8498860345738,0.294572559745517,7548.20738871299,NA,0.302987867947095,0.543097949340174
"616",1985,"Mundo","Per cápita",286.916958147852,7.3051475305311,4.12897821421422,1.74828271488496,8.57681725559561,25.2076096694798,0.292700241440207,7677.18284999392,NA,0.305604163465462,0.546958227290643
"617",1986,"Mundo","Per cápita",287.098663460113,7.30140242617732,4.11582562788546,1.75488532713312,8.63852229865452,25.7024467099534,0.289502838913777,7801.83907661873,NA,0.310254904123263,0.550874624807523
"618",1987,"Mundo","Per cápita",286.700522770283,7.27537669132784,4.14859819366914,1.77926300001776,8.71353650397404,26.3728549844461,0.285810585366675,7954.52922197998,NA,0.314905644781064,0.554791022324403
"619",1988,"Mundo","Per cápita",285.616746238245,7.30379827277447,4.24151564256638,1.81238515588102,8.917123372392,27.0965758247385,0.28152859188009,8150.26768401396,NA,0.319556385438866,0.558707419841283
"620",1989,"Mundo","Per cápita",284.826471792367,7.27005585913888,4.22857050246332,1.8180152539265,8.84487524705689,26.6101868922076,0.277628651609505,8263.0191667361,NA,0.324207126096667,0.562623817358163
"621",1990,"Mundo","Per cápita",284.278214327384,7.2255118066259,4.236520827571,1.81016321832769,8.76973460717909,25.3119324678125,0.274052275200488,8265.86757136107,NA,0.328857866754468,0.566540214875042
"622",1991,"Mundo","Per cápita",284.270210185288,7.06862651298245,4.17303702998059,1.79286004596585,8.82224540078593,24.7606611505412,0.271058844873967,8269.84384780671,NA,0.332976995714657,0.570346004888357
"623",1992,"Mundo","Per cápita",282.540377774053,6.98304093774231,4.07461030294063,1.77899655775609,8.71256722584487,24.0537234009395,0.266526031575574,8327.08475077771,NA,0.337096124674846,0.574151794901672
"624",1993,"Mundo","Per cápita",281.750985689134,6.90941170905697,4.05615558014065,1.76612746744822,8.83180985907489,23.2583702742933,0.262974512010391,8412.5574290967,NA,0.341215253635034,0.577957584914987
"625",1994,"Mundo","Per cápita",280.743881448216,6.98999307364262,4.03492752125735,1.76470295544818,8.94245391469523,23.4432731279863,0.259294270611665,8581.54767974833,NA,0.345334382595223,0.581763374928301
"626",1995,"Mundo","Per cápita",279.901458578654,6.98498341176919,4.05815044240421,1.77255036332309,9.33715291159328,24.0594789445721,0.255846991497086,8790.09515523079,NA,0.349453511555412,0.585569164941616
"627",1996,"Mundo","Per cápita",278.70045890851,7.09208669872997,4.11873164906442,1.7976859952971,9.33850479600454,25.3562331831126,0.252147548397046,9039.48135835358,NA,0.35364012027705,0.590170215539468
"628",1997,"Mundo","Per cápita",278.621582507378,7.26928038462916,4.08064508897169,1.78403521685248,9.31721366089353,24.8782483291023,0.249538137365277,9275.83050814238,NA,0.357826728998688,0.594771266137321
"629",1998,"Mundo","Per cápita",277.423960464929,6.91867975078301,4.00636908582201,1.7658879028556,9.40657253650494,25.1811519902436,0.245991227657048,9379.68327492332,NA,0.362013337720326,0.599372316735173
"630",1999,"Mundo","Per cápita",276.834977584288,6.89263789605042,4.03191083899738,1.76756601955455,9.41818855406791,25.3857350188105,0.243060975246076,9603.11835153537,NA,0.366199946441964,0.603973367333025
"631",2000,"Mundo","Per cápita",275.57722825245,6.83385345338182,4.08681038548339,1.78300974432112,9.45294624873306,23.62116817537,0.23960905939517,9968.45850101661,NA,0.370386555163602,0.608574417930877
"632",2001,"Mundo","Per cápita",274.135069409506,6.7248325853946,4.06292928618301,1.77497415138174,9.39197241858089,24.2543848741057,0.235877228755143,10133.3768064928,NA,0.373608926842209,0.612924879181951
"633",2002,"Mundo","Per cápita",272.663715524162,6.79278116038373,4.10005936838887,1.79181197362699,9.36562976353775,24.5886206613274,0.232192192759261,10350.2327169646,NA,0.376831298520816,0.617275340433024
"634",2003,"Mundo","Per cápita",272.652297742592,7.04667204805558,4.26569297273856,1.83379704655549,9.68417198573154,25.171129315597,0.229822025813149,10645.0791227308,NA,0.380053670199424,0.621625801684098
"635",2004,"Mundo","Per cápita",273.450338716967,7.07863568641788,4.35353785537841,1.89479473660192,10.0251437162957,25.4771392998194,0.228174822544079,11106.9608970778,NA,0.383276041878031,0.625976262935171
"636",2005,"Mundo","Per cápita",274.107620545459,7.09659672139404,4.44492399761975,1.9339901882428,10.3063738586382,24.9887150040584,0.226429596451483,11540.7322879767,NA,0.386498413556638,0.630326724186245
"637",2006,"Mundo","Per cápita",270.761576995774,7.25546508111591,4.53799757481658,1.96601437310857,10.7110233582371,26.0004963044913,0.223016563966679,12056.3302236415,NA,0.38953791495045,0.63441555258504
"638",2007,"Mundo","Per cápita",268.668449894297,7.22647994576143,4.60996237015729,2.00444069801328,11.0142832805231,26.5209492485356,0.220657726347247,12569.0306622209,NA,0.392577416344262,0.638504380983835
"639",2008,"Mundo","Per cápita",266.985525185569,7.26149927471004,4.63464407648062,2.00562629069993,11.0514240574134,25.996638491434,0.218650189836257,12800.9857719741,NA,0.395616917738074,0.642593209382631
"640",2009,"Mundo","Per cápita",265.393242147845,7.16748114603521,4.50552620032118,1.96191650060234,11.114237422377,26.1220400428228,0.216724497852709,12662.0110941222,NA,0.398656419131886,0.646682037781426
"641",2010,"Mundo","Per cápita",263.975163104177,7.37765501610667,4.70853969804891,2.01382154600786,11.4781604849643,26.7413791927864,0.214951849650484,13255.3950452454,NA,0.401695920525698,0.650770866180222
"642",2011,"Mundo","Per cápita",263.815438705705,7.52093870128024,4.81055435636201,2.04204468701922,12.0161260808195,27.7469869567915,0.214205196663883,13645.233715717,NA,0.403235427762185,0.654973625422901
"643",2012,"Mundo","Per cápita",263.489115536218,7.54515598340109,4.8258502792381,2.05609789124736,12.1100048013746,26.934006891908,0.213325121282316,13936.053217541,NA,0.404774934998672,0.65917638466558
"644",2013,"Mundo","Per cápita",261.89301724101,7.42850830583521,4.80841380960952,2.06898395027735,12.3836935613857,27.4745901769744,0.211432729847515,14226.2330562208,NA,0.406314442235159,0.66337914390826
"645",2014,"Mundo","Per cápita",260.204182704762,7.44672013935696,4.78373079648637,2.07142121295618,12.436645493465,27.6865886842655,0.209469452724661,14543.1136651151,NA,0.407853949471646,0.667581903150939
"646",2015,"Mundo","Per cápita",261.022425098127,7.40763126489107,4.72263102136544,2.07071059797936,12.2401496686596,27.2893087017395,0.209536457783113,14853.1144684067,NA,0.409393456708133,0.671784662393618
"647",2016,"Mundo","Per cápita",260.133670920487,7.19239149836129,4.66717817296225,2.0750290009725,12.253995708552,27.2305221430162,0.208244093001018,15168.3876243572,NA,0.408301333495165,0.674707766183999
"648",2017,"Mundo","Per cápita",259.236474483172,7.20873800108852,4.68417431240436,2.08889145094991,12.21002682397,27.3980775236758,0.206948080743756,15554.6198291781,NA,0.407209210282197,0.677630869974379
"649",2018,"Mundo","Per cápita",258.407014799953,7.21447822633873,4.72790896597507,2.12629348588632,12.1922248789344,26.8959227539649,0.205711018532221,15952.8563926406,NA,0.406117087069228,0.68055397376476
"650",2019,"Mundo","Per cápita",262.393116411986,7.22713098445897,4.71294053323407,2.13242150784971,12.3150666414596,25.9737297506065,0.204588787786487,16226.9677550285,NA,0.40502496385626,0.683477077555141
"651",2020,"Mundo","Per cápita",256.293919946054,6.89395555499186,4.45218531758273,2.06051538637706,12.1440487566344,26.7292116787429,0.203462842031255,15589.6343890649,NA,0.403932840643292,0.686400181345521
"652",2021,"Mundo","Per cápita",255.222970046104,7.09741815723334,4.64017164429395,NA,12.4682668759633,26.1478863366204,0.202614343323891,16417.0523388187,NA,NA,NA
"653",2022,"Mundo","Absoluto",NA,55243375694.8821,36101608208,NA,98586550319.4877,NA,1575638450.59555,131198157480896,7802033524.37005,NA,NA
"654",2022,"Mundo","Per cápita",NA,7.08063808266481,4.62720495819901,NA,12.6360070117038,NA,0.201952278937788,16815.8925581506,NA,NA,NA
"655",2023,"Mundo","Absoluto",NA,NA,NA,NA,100811441514.162,NA,NA,NA,NA,NA,NA
"656",2024,"Mundo","Absoluto",NA,NA,NA,NA,103487183397.471,NA,NA,NA,NA,NA,NA
"657",2023,"Mundo","Per cápita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",2024,"Mundo","Per cápita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
