"year","area","indicador","variable","valor","unidad","variable_unidad","indicador_unidad"
1953,"España","Agua","Intensidad",42.4754031149339,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1954,"España","Agua","Intensidad",36.5555660056499,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1955,"España","Agua","Intensidad",40.2688292231808,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1956,"España","Agua","Intensidad",30.389426605226,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1957,"España","Agua","Intensidad",31.6970067320151,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1958,"España","Agua","Intensidad",36.3591661089619,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1959,"España","Agua","Intensidad",28.4600703897817,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1960,"España","Agua","Intensidad",33.4406949811215,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1961,"España","Agua","Intensidad",37.6253946371964,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1962,"España","Agua","Intensidad",33.2545820811798,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1963,"España","Agua","Intensidad",26.4682634642692,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1964,"España","Agua","Intensidad",33.3342182904493,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1965,"España","Agua","Intensidad",31.1455480385635,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1966,"España","Agua","Intensidad",27.1087460002216,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1967,"España","Agua","Intensidad",26.7389228777364,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1968,"España","Agua","Intensidad",23.9298061673459,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1969,"España","Agua","Intensidad",20.068286177191,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1970,"España","Agua","Intensidad",27.0372877766217,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1971,"España","Agua","Intensidad",18.7291327123224,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1972,"España","Agua","Intensidad",17.5890880865316,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1973,"España","Agua","Intensidad",20.7862713532449,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1974,"España","Agua","Intensidad",17.6287973932316,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1975,"España","Agua","Intensidad",17.3859880587787,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1976,"España","Agua","Intensidad",17.0707887581826,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1977,"España","Agua","Intensidad",14.9370050105966,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1978,"España","Agua","Intensidad",17.2515590402673,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1979,"España","Agua","Intensidad",17.7808480065907,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1980,"España","Agua","Intensidad",16.7305190196454,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1981,"España","Agua","Intensidad",17.1531336336363,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1982,"España","Agua","Intensidad",18.2392791284324,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1983,"España","Agua","Intensidad",17.9556917226293,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1984,"España","Agua","Intensidad",17.5048916163867,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1985,"España","Agua","Intensidad",19.6473425137132,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1986,"España","Agua","Intensidad",19.3118598431888,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1987,"España","Agua","Intensidad",17.7644102875111,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1988,"España","Agua","Intensidad",14.5590916676838,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1989,"España","Agua","Intensidad",14.923084089759,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1990,"España","Agua","Intensidad",16.5832591474625,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1991,"España","Agua","Intensidad",14.993996851918,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1992,"España","Agua","Intensidad",12.5200122846595,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1993,"España","Agua","Intensidad",12.2647450590929,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1994,"España","Agua","Intensidad",14.8607379851427,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1995,"España","Agua","Intensidad",13.6456728875949,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1996,"España","Agua","Intensidad",12.909446398051,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1997,"España","Agua","Intensidad",12.1506193987949,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1998,"España","Agua","Intensidad",13.3618385062417,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1999,"España","Agua","Intensidad",13.2920593208329,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2000,"España","Agua","Intensidad",12.843699401486,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2001,"España","Agua","Intensidad",12.2357513756144,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2002,"España","Agua","Intensidad",9.7514636617137,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2003,"España","Agua","Intensidad",11.7288595886574,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2004,"España","Agua","Intensidad",10.1582542298643,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2005,"España","Agua","Intensidad",11.5920027995196,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2006,"España","Agua","Intensidad",9.61648340329329,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2007,"España","Agua","Intensidad",8.03543434552608,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2008,"España","Agua","Intensidad",8.12978737011133,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2009,"España","Agua","Intensidad",9.80249141312388,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2010,"España","Agua","Intensidad",8.4680743713649,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2011,"España","Agua","Intensidad",9.36645259175885,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2012,"España","Agua","Intensidad",11.6333527007713,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2013,"España","Agua","Intensidad",9.67693503227145,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2014,"España","Agua","Intensidad",11.1514682894076,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2015,"España","Agua","Intensidad",11.074517203789,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2016,"España","Agua","Intensidad",10.5901898075153,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2017,"España","Agua","Intensidad",10.4416302110175,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2018,"España","Agua","Intensidad",8.38063677361659,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2019,"España","Agua","Intensidad",10.6135871388422,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2020,"España","Agua","Intensidad",10.928979722688,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
2021,"España","Agua","Intensidad",9.9386116969894,"Litros por dólar (2011)","Intensidad (L/$)","Agua (L/$)"
1860,"España","Agua","Per cápita",127.119026235615,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1861,"España","Agua","Per cápita",135.340374891897,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1862,"España","Agua","Per cápita",113.274397326678,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1863,"España","Agua","Per cápita",137.779396952742,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1864,"España","Agua","Per cápita",128.560947161216,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1865,"España","Agua","Per cápita",125.842201301937,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1866,"España","Agua","Per cápita",124.927988310393,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1867,"España","Agua","Per cápita",135.32070058093,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1868,"España","Agua","Per cápita",141.656539995916,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1869,"España","Agua","Per cápita",151.644961295905,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1870,"España","Agua","Per cápita",135.888804579522,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1871,"España","Agua","Per cápita",123.93219435657,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1872,"España","Agua","Per cápita",120.644232046123,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1873,"España","Agua","Per cápita",148.860606216977,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1874,"España","Agua","Per cápita",133.66817310022,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1875,"España","Agua","Per cápita",143.975470306285,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1876,"España","Agua","Per cápita",144.745297768835,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1877,"España","Agua","Per cápita",141.771069214938,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1878,"España","Agua","Per cápita",169.524902689995,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1879,"España","Agua","Per cápita",136.79734592821,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1880,"España","Agua","Per cápita",146.410319717552,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1881,"España","Agua","Per cápita",130.386258641145,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1882,"España","Agua","Per cápita",146.072590816934,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1883,"España","Agua","Per cápita",151.940984112151,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1884,"España","Agua","Per cápita",109.933112754951,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1885,"España","Agua","Per cápita",116.808355791845,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1886,"España","Agua","Per cápita",131.977586904152,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1887,"España","Agua","Per cápita",138.193169113897,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1888,"España","Agua","Per cápita",123.001368551579,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1889,"España","Agua","Per cápita",129.741370852108,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1890,"España","Agua","Per cápita",124.737467313927,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1891,"España","Agua","Per cápita",120.15937756174,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1892,"España","Agua","Per cápita",120.925708697758,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1893,"España","Agua","Per cápita",152.475070883273,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1894,"España","Agua","Per cápita",135.875262192029,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1895,"España","Agua","Per cápita",117.116093557032,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1896,"España","Agua","Per cápita",142.929517554915,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1897,"España","Agua","Per cápita",141.415336476456,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1898,"España","Agua","Per cápita",142.235187640615,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1899,"España","Agua","Per cápita",156.942805363985,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1900,"España","Agua","Per cápita",139.3692178746,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1901,"España","Agua","Per cápita",142.158000775968,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1902,"España","Agua","Per cápita",135.781939025535,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1903,"España","Agua","Per cápita",154.585113019146,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1904,"España","Agua","Per cápita",158.550254177359,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1905,"España","Agua","Per cápita",168.509558714976,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1906,"España","Agua","Per cápita",150.854739217111,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1907,"España","Agua","Per cápita",176.291499919188,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1908,"España","Agua","Per cápita",145.925379703918,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1909,"España","Agua","Per cápita",158.000949584897,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1910,"España","Agua","Per cápita",145.661587627353,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1911,"España","Agua","Per cápita",149.449153112237,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1912,"España","Agua","Per cápita",162.155212187358,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1913,"España","Agua","Per cápita",159.972757003366,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1914,"España","Agua","Per cápita",148.657924994795,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1915,"España","Agua","Per cápita",136.15196766159,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1916,"España","Agua","Per cápita",175.217655288739,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1917,"España","Agua","Per cápita",157.146096322352,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1918,"España","Agua","Per cápita",170.622968168371,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1919,"España","Agua","Per cápita",158.383579327129,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1920,"España","Agua","Per cápita",164.049702468161,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1921,"España","Agua","Per cápita",148.460230530414,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1922,"España","Agua","Per cápita",160.659020881443,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1923,"España","Agua","Per cápita",170.577803519443,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1924,"España","Agua","Per cápita",195.104652288188,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1925,"España","Agua","Per cápita",176.600077891888,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1926,"España","Agua","Per cápita",178.733460304764,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1927,"España","Agua","Per cápita",181.770396035511,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1928,"España","Agua","Per cápita",176.096641630387,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1929,"España","Agua","Per cápita",161.469163886249,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1930,"España","Agua","Per cápita",156.272692922436,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1931,"España","Agua","Per cápita",197.99315316839,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1932,"España","Agua","Per cápita",143.491736166319,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1933,"España","Agua","Per cápita",170.668942546023,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1934,"España","Agua","Per cápita",182.64821430471,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1935,"España","Agua","Per cápita",183.556686581216,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1936,"España","Agua","Per cápita",120.331055431674,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1937,"España","Agua","Per cápita",169.582538765483,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1938,"España","Agua","Per cápita",169.300511161908,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1939,"España","Agua","Per cápita",134.50877612318,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1940,"España","Agua","Per cápita",151.149899283065,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1941,"España","Agua","Per cápita",130.931868768941,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1942,"España","Agua","Per cápita",156.56080401286,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1943,"España","Agua","Per cápita",148.068149218299,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1944,"España","Agua","Per cápita",156.498600268696,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1945,"España","Agua","Per cápita",178.553798210702,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1946,"España","Agua","Per cápita",141.029065350503,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1947,"España","Agua","Per cápita",145.446771467028,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
1948,"España","Agua","Per cápita",152.371255426318,"Metros cúbicos por habitante","Per cápita (m³/hab)","Agua (m³/hab)"
